영화명,평점리뷰
컬러풀,"당신은 살아있습니까?일단 죽고싶은 마음도 없었지만 맨날 ""죽지 마세요"" 이런 영상 틀어주는거보다 학생들한테 시험 끝나고 컬러풀 보여주는게 훨 좋을듯중간에 가족부분에 왈칵했음.... 근데 후반부에 약간 급끝낸거같다.... 쫌만 더 길게해주시지 결말을 ㅠㅠㅠㅠㅠㅠ""인간은 한가지 색만 가진게 아니고 여러가지 색을 가지고 있어 가져도 돼 예쁜색도 더러운 색도.. 자신의 색이 무엇인지는 아무도 모르는거니까..""굉장히 좋지만 어떻게보면 무겁고 따분해질 소재로 굉장히 재밌게 풀어놓은것 같네요. 정말 하라 케이이치 감독님 작품들은 어느하나 흠잡을게 없는것같다는걸 내심 깨닳네요. 그리고 개인적으로 프라프라가 너무 맘에듭니다 +_...진짜 잘만들엇네10대들이봐야하는영화!감사합니다.다시한번 제 인생을 반성하며 되돌아봅니다.정말 현재 살아 숨쉬면서 인생은 쓸쓸하면서 달콤하다는 말을 잊지않을께요.저에게 내일이 있다는것에대해 감사합니다.누구나 한 번 쯤은 마음에 상처를 입어 보았을 것이다... 하지만 오랫동안 상처를 받아 지속적으로 소외된 자로 살아갈 시... 보듬어 주는 사람이 필요하다... 우리 모두 소외받은 자 혹은 중요한 개개인에게 자신을 ...힘든 학생들이 보면 좋은 영화 ㅎ"
행복 목욕탕,"관람객 우리나라 막장드라마의 요소들(시한부, 출생의 비밀, 불륜...)을 모두 충족시키면서도 이렇게 아름답고 따뜻한 이야기로 풀어내다니... 영화보는 내내 극장안 모두가 훌쩍거리게 만드는 감동적인 영화관람객 미야자와 리에가 연기한 엄마와 스기사키 하나의 딸은 정말 특별한 케릭터다. 이렇게 복잡한 가정사에서 험한 말 한번 안하는 사랑스러움이라니관람객 인생영화. 신파겠지.. 하고 별 기대없이 들어갔다가 한방 먹은 기분. 그렇다. 이야기의 힘은 신파든 참신이든.. 마음을 울리면 된다. 조용하게 강력하다.관람객 소소한 일상이야기인 줄 알고 봤다가 당했다. 너무 많이 울어 화장이 엉망진창이 되었다. 리에,오다기리는 그렇다치자. 아이들은 왜이렇게 잘하지.대인배 엄마인 '후타바'가 도망치지말고 용기있게 맞서라는 가르침이 교훈이 되었다. 나 또한 내 아이를 이렇게 기르고픈 바람이 생겼다.오랜만에 본 따뜻한 가족영화네요보면서 눈물 펑펑 흘렸습니다ㅜㅜ관람객 이런 엄마가 되어야겠다고 생각했다. 휴지 꼭 챙기세요 ㅠ기대보다 더 따뜻했던 영화라 좋았습니다. 두고두고 오랫동안 간직하고, 보고싶은 작품!가족사 없는 집은 거의 없다고 생각해요. 그 가족사중 1개 많게는 전부다 자신이 속할지 몰라요 공감하면서 시작부터 눈물흘리며 봤습니다.애들 연기 장난아님, 보면 후회 안함"
꽃보다 남자,내가 본 드라마중 최고로 재밌게 본 영화...뻔하고 있을수 없는 스토리지만 나름 그맛에 본 꽃남 시리즈ㅎㅎ드라마도 원래 잘 안보는데ㅎㅎ..무엇보다 마츠모토 준 팬이 되버렸다..이게어디봐서 재미없다는거냐.존1나재밌고만 솔직히 한국꺼보단 일본께 훨씬재밌다.인정할껀인정하자. 존1나재밌고만리턴즈의 아쉬움을 완벽하게 달래주는 편...꽃남 팬으로썬 너무 반갑고 좋은재밌는 영화꽃남이니까 꽃남이라서 재밌었다. 아쉽지만 즐거운 영화아무래도 드라마 시즌 1부터 본 사람에겐 최고였던 완결판~완결이 되어서 아쉬울뿐....꽃남2안할까요 했으면조켔어용유치해야만 매력을 느낄 수 있는 영화일어 관심있거나 일본배우에 관심 많으신 분들은 좋아함ㅋ 나또한 그러하다ㅎ꽃보다 남자 드라마+영화 까지 다봤는데 정말 재미있다 철없는 고딩시절 마츠모토가 마오를 괴롭히는것부터 시작해서 결혼해 임신까지한것이 너무 이상적이다 ㅠㅠ이노우에 마오 화이팅!!누구나 꿈꿔보는 아름다운 사랑 이야기..... 현실은 시궁창
국경의 남쪽,"이 영화에서 차승원이 모든걸 다한듯굉장히 좋은 영화입니다. 간첩소재로 하는 흔해빠진 영화보다는 훨씬 현실적이면서 인간적인 영화입니다. 연화의 연기를 보며 남자분들은 가슴이 먹먹해질 수 밖에...이 걸작의 평론가/전문가 평점이.. 감독이 충무로 진골이 아니라 그런건가? 어이가 좀 없군요.말없이눈물만흐르네.. 내가본 한국영화중 베스트3에드네 잘만들었고 사실적이었고 두주인공연기도좋았고..분단 탈출..죽어가고 살아남고..가슴에묻고살아가야하네..사랑하는사람과함께살아가는게얼마나힘든일인지 평범하지만 평범하지...EBS에서 방금 방송해줬다. 시작할때는 무슨 코미디영화인가 했는데... 보다가.. 몇번을 울컥..가슴아프다. 저런 사랑은..조이진씨 너무 담백하네요 재발견 감사후반부 보는 내내 가슴이 먹먹했습니다... 그래도 살아지는거겠죠!? 조이진찌 연기가 너무 인상깊네요..ㅠㅠ 티비에서 자주 뵜으면 좋겠습니다... 매력이 철철 넘치심 ㅠㅠ 연기도 잘하시고..ㅠㅠ 자주 나와주세요!!너무 순수해서 답답했고, 또 너무 순수해서 좋았다.눈물나서 혼났다 조이진의발견내 38년 인생, 최고의 멜로 영화."
미스 페레그린과 이상한 아이들의 집,이거정말잘만든영화인데상영관수가좀너무하네요;;아수라밀어주기인가...-_-관람객 에바그린은 정말 진리! ㅠ 능력들또한 각기 매력적이었다. 동화적인 요소들도 기대이상~그냥 여담이지만 에바그린은 만나왔던 남자들이 알아서 노예가 됐었을듯.. 복종하게 만드는 눈빛.관람객 놀라운 상상력에 무릅을 탁 칩니다!오랜만에 가족하고 볼만한 영화네요~관람객 믿고 보는 배우에 믿고보는 감독! 팀버튼표 판타지가 너무 아릅답고 즐거웠다! 보는내내 역대급 연발!관람객 신선하고 재밌고 비주얼도 이쁘고!! 올해 본 영화 중에 제일 재밌었다!!기대하시는 분들 모두 기대 계속 하셔도 좋아요 ㅋㅋㅋ관람객 원작 팬이라 영화도 봤는데 더 좋아요ㅠㅠㅠ 배우들 매력도 폭발 ㅋㅋㅋ기대 이상이에요역시 팀버튼 판타지는 행복입니다용두사미.. 초반에 등장하는 매력적인 캐릭터들에 비해후반부의 적들과 상대할때는 팀버튼판 나홀로 집에를 보는것처럼 적들이 좀 멍청하게 보인다.
슈퍼 사이즈 미,"감독님 정말 대단해.., 그치만 보는 내내 빅맥이 먹고싶어졌어영화라 하믄 꼭 재미만 바라는 논리는 대체 어디서 나오는 것인가.과장스러운 실험이지만 보면서 내내 경각심이 끓어오르더라햄버거 너무 먹고싶다.감독 진짜 힘들게 만들었네요...ㄷㄷ 한 번 보세요 재밌어요~정말 좋은 영화인것 같습니다! ^- ^jkuyhyurhg안먹던 패스트푸드먹고 희생정신은 대단하나, 설득력은 떨어짐, 우리나라는 패스트푸드 얘네에 비하면 안 먹는 편이라 그닥 설득안됨, 롯데리아, 맥도널드, 주말이나 피크타임 아니면 조용한데 얘네 항상 시끄러움 외국갔을때 ...패스트푸드로 매 끼니를 떼우는 사람들에게, 현실적으로 돌직구를 날리는 영화.경각심을 불러일으키기에 충분한 영화. 유익했음."
럭키,유해진이라는 배우가 실력이 없어서 조연의 역할을 맡는게 아니라는걸 여실하게 보여준 작품. 앞으로도 주연의 위치에서 연기하는 모습을 좀 더 보고싶다.최근 본 영화 중에 코믹 요소가 잘 맞았고 배우에 비해 재밌었는데 평점 왜이러죠???? 아수라보다 최소 10배 재밌는데 개연성도 충분했다고 생각되는데요관람객 이혼위기로 우울했는데 잠시나마 잊게해준영화관람객 대박 완전 신나게ㅋㅋ 진짜 빵빵터지는 영화ㅋ관람객 엄마랑 보고왓는ㄷㅔ 웃다가 실신할 뻔 ㅋㅋㅋㅋ 엄마가 유해진 짱팬됨유료시사회 진짜재밋게봤는데 평점이왜이래ㅋㅋ진짜 간만에 영화 편하게재밋게봄ㅋㅋ추천!관람객 존잼존잼전잼존잼잼존잼아수라보다 10배 재미있고 개연성도 있음. 재미있음.관람객 너무 재밌게 잘 봤어요!!쩌는뎅ㅋ 재미없다고 이게? ㅋㅋ
플레이스 비욘드 더 파인즈,"제발 투자한 돈 벌어들일려고 블록버스터만 열심히 개봉하지 말고 이런 영화좀 상영관 확보좀 해줬으면 좋겠다.누구의 잘못도 누구의 영광도 아닌, 그저 자신의 삶을 살고 누군가에게 영향을 주며 살아가는 그런 소나무숲 너머의 이야기이영화 보고 싶었는데 문제는 상영관이 별로 없더라고요 너무 심하게 없던데요 이것을 좀 너무한다고 생각하는데 수도권을 상영관이 있는지 모르겠네요 지방에는 별로 없는 것같은데 맞는지..설국열차 더테러라이브에 상영관많이뺏긴거같아.안타깝다.. 정말 또보고싶은영화 ..혼자 센텀 cgv 무비꼴라쥬 가서보고왔다. 고슬링 존재감 대박, 쿠퍼연기도, 그리고 레이 리요타 역시 포스가...정말 많은 생각을 하게 만들었다. 거두절미하고 이시간에 로그인하게 만들었다.제대로 살아보고 싶었으나 파멸의 길을 걸을 수 밖에 없었던 루크의 쓸쓸한 일생, 정당방위를 위반하고도 영웅으로 위장한 에이버리의 죄의식과 성공에의 무서운 집념, 아버지의 업보를 그대로 이어받는 제이슨의 안타까운 뒷모...이게 진짜 영화다. 라이언 고슬링은 심장을 뛰게 만드는 배우. 데인드한 눈빛은 마치 리버피닉스가 살아 돌아온듯.라이언 고슬링만 믿고 봤는데 역시 좋다. 감독도 대단하고.. 작품이다 작품이야.영화의 내용이나 질에 비해 상영관이 너무 적다는 것이 큰 흠. 사는건 뭘까, 뭘 위해사는 걸까, 어떻게 사는 것이 잘 사는 걸까를 생각하게 되는 영화.긴 러닝타임이였지만 미치도록 집중해서 본 영화.너무 현실적이라 숨막힐뻔했다."
고녀석 맛나겠다2 : 함께라서 행복해,"관람객 요즘은 아이들용 애니메이션도 뭔가 자극적인 느낌이 있었는데 고녀석2는 셀애니가 주는 순수한 느낌이 있어 좋았습니다. 아이들도 집중해서 보구요. 아이들과 함께 동심의 여행을 한 느낌이었습니다~관람객 1편이 더 감동이었음~1편 보고 울었었는데 이번에도 재미와 감동 둘다 느끼게 해준듯 ㅎㅎ저기 이거 개봉했나요?주말에 보려고 예매함! 우리 아들 벌써 기대감 가득^^1편 정말 재밌게 봐서 이번편도 기다리고 기대했었는데 한국 제작이여도 감동은 여전하네요영화표 생겨서 생각없이 본 영화.. 너무 귀엽잖아..관람 후 소감입니다.1편이 워낙 명작이어서 2편도 기대되어 봤는데, 제작소가 달라서그런지 기대이하에요. 다른분 말처럼 스토리보다 억지 교훈에 너무치중해 있네요. 1편이 가족을 위한 작품이었다면. 2편은 너무 저연령용...관람객 저는 그럭저럭 지루하지 않게 봤어요~ 근데 우리 아이는 엄청 좋아하더군요. 영화 끝난지 몇시간이 지났는데도 계속 얘기하네요ㅎㅎ 그럼 나도 재밌는걸로- ^^ 방학이고 비도 오고 날도 더운데 영화 보기 딱 좋았네요~~~...가족과 친구에 대해 깊게 생각해볼 수 있는 참 좋은 애니메이션"
지옥의 묵시록,"촬영할때 실제 네이팜탄을 터뜨리고, 헬기, 전투기 다 동원하고, 영화내용과 등장인물들도 반쯤 미쳐있고...지옥의 묵시록은 촬영부터 내용까지 미치게 만들었다아이러니하게 최고의 전투장면과 지독한 반전메세지가 동시에 공존하는 코폴라 감독의 '대부'에 이은 최고의 걸작.소름끼치는 영화정말 지옥을 보는듯한 느낌. 보는내내 불쾌한 영상들이해하려고 하지마라 그냥봐라 미친영화다행히 이영화를 극장에서 봤음. 전쟁의 잔혹함과 참상을 잘 보여준 현대전쟁영화의 갑중의 갑교과서가 지루한건 당연지사세시간 동안 지옥에 다녀온 기분이 든다. 단테에게서 영감을 받은 작품인가.. 하는 생각이 들었다.솔직히 이 영화는 꼭 봐야할 영화. 안보면 평생 후회.킬고어 대령까진 좋았는데,커츠까지 가는길이 쓸데없이 길고 점점 재미가 떨어졌음, 결말은 뭐 생각하기 나름"
네버다이 버터플라이,"너무 재밋네요 학창시절로 돌아간듯한 기분시간가는줄모를정도로 영화에 빠졌음독립영화라.별생각없었는데시간이지나면 꼭다시한번더 친구들과.다함께 보거싶은영화!!치우로 나온 사람 누구임?잘 될거 같은데.십대들의 고민을 정면으로 다룬 수작인 것 같습니다. 학원폭력의 희생자로만 보일 상투적일 수 있는 주인공을 누에고치에서 나비로 우화시킨 감독의 특별한 시각이 인상적이었습니다. 감독의 까다로운 시각을 잘 소화해낸 배우들...그립다.학창시절이.신선하고 유쾌한 영화!^^뒤죽박죽 나와 너, 소소한 우리들의 이야기.우리의 10대는 결코 단순치않다.특히, 치우 역 최영성 배우의 연기가 매력적이다.정말 잼있네요 친구덕분에 관람했는데 독립영화의 생각이바뀌게되는 영화였습니다 강추명호 캐릭터가 참 매력적이네....베댓에 치우 짱이니 멋있다느니...뭥미??청소년힐링무비.. 성장프로그램진행자들에게 참고 자료로 충분합니다.청소년자살등의 문제를 다룰때 희망을 얘기할 수있는 자료로 괜찮아보여여학창시절 한번쯤 있을법한 스토리를 개개인 연기로 ㅈㅏㄹ표현하였다고 생각함"
로봇,"갑자기 기억난 이영화를 찾다가 고생 좀 했네요정말 재미있는 영화영화관에서 정말 재밌게 봤는데 벌써 10년이 다됬구나..재미와 메시지를 한번에 유쾌상쾌하게 낚는다.남다른 창의력,발상력...아이디어가 정말 끝내주는 영화.아이들이고 어른들이고 기발함덕에 무언갈 느끼게해줘요.나름대로 재밌게봄ㅇㅇ어릴떄 봣는데 추억돋는다 ㅜㅜ약을 살 돈과 치료받을 돈이 없어 고달픈 서민들과 돈에 눈이 멀어 서민들의 고달픔을 무시하는 상류층이 강해지는 미국사회를 풍자하는 영화진짜 인생영화....이걸보고 공학에 관심을 갖게 되었는데, 아직도 공부중이네여 ㅎㅎ어렸을 때 동생들과 DVD로 질릴때까지 본 영화! 추억이다 ㅠㅠ"
